result,town,hero,color,bidding,opponent_town,opponent_hero,turns,template,template_type
0,stronghold,tyraxor,red,-400.0,fortress,wystan,19.0,Nostalgia/TP,XL+U
1,fortress,wystan,blue,400.0,stronghold,tyraxor,19.0,Nostalgia/TP,XL+U
0,stronghold,jabarkas,red,-900.0,stronghold,shiva,13.0,h3dm1/3,Mirror
1,stronghold,shiva,blue,900.0,stronghold,jabarkas,13.0,h3dm1/3,Mirror
0,dungeon,alamar,red,100.0,rampart,ivor,11.0,Nostalgia/TP,XL+U
1,rampart,ivor,blue,-100.0,dungeon,alamar,11.0,Nostalgia/TP,XL+U
0,necropolis,thant,red,-1900.0,stronghold,tyraxor,10.0,6lm10a/tp,XL+U
1,stronghold,tyraxor,blue,1900.0,necropolis,thant,10.0,6lm10a/tp,XL+U
0,dungeon,shakti,red,2300.0,conflux,luna,8.0,Nostalgia/TP,XL+U
1,conflux,luna,blue,-2300.0,dungeon,shakti,8.0,Nostalgia/TP,XL+U
1,stronghold,tyraxor,red,2900.0,rampart,ivor,6.0,w/o,w/o
0,rampart,ivor,blue,-2900.0,stronghold,tyraxor,6.0,w/o,w/o
1,dungeon,sephinroth,red,-800.0,dungeon,ajit,8.0,w/o,w/o
0,dungeon,ajit,blue,800.0,dungeon,sephinroth,8.0,w/o,w/o
1,tower,astral,red,1200.0,tower,josephine,9.0,w/o,w/o
0,tower,josephine,blue,-1200.0,tower,astral,9.0,w/o,w/o
1,rampart,ivor,red,700.0,castle,valeska,11.0,Nostalgia/TP,XL+U
0,castle,valeska,blue,-700.0,rampart,ivor,11.0,Nostalgia/TP,XL+U
0,stronghold,terek,red,-900.0,stronghold,gundula,23.0,h3dm1/3,Mirror
1,stronghold,gundula,blue,900.0,stronghold,terek,23.0,h3dm1/3,Mirror
0,fortress,wystan,red,2900.0,castle,valeska,7.0,6lm10a/tp,XL+U
1,castle,valeska,blue,-2900.0,fortress,wystan,7.0,6lm10a/tp,XL+U
0,inferno,calh,red,-2200.0,tower,solmyr,23.0,6lm10a/tp,XL+U
1,tower,solmyr,blue,2200.0,inferno,calh,23.0,6lm10a/tp,XL+U
1,inferno,calh,red,-700.0,fortress,wystan,11.0,Nostalgia/TP,XL+U
0,fortress,wystan,blue,700.0,inferno,calh,11.0,Nostalgia/TP,XL+U
1,rampart,coronius,red,-5400.0,rampart,jenova,15.0,mt_Firewalk,Mirror
0,rampart,jenova,blue,5400.0,rampart,coronius,15.0,mt_Firewalk,Mirror
1,conflux,gelare,red,-800.0,conflux,aenain,10.0,h3dm1/3,Mirror
0,conflux,aenain,blue,800.0,conflux,gelare,10.0,h3dm1/3,Mirror
1,dungeon,shakti,red,-3000.0,inferno,calh,25.0,Nostalgia/TP,XL+U
0,inferno,calh,blue,3000.0,dungeon,shakti,25.0,Nostalgia/TP,XL+U
1,dungeon,shakti,red,-1100.0,tower,aine,25.0,Nostalgia/TP,XL+U
0,tower,aine,blue,1100.0,dungeon,shakti,25.0,Nostalgia/TP,XL+U
1,conflux,aenain,red,900.0,conflux,gelare,25.0,mt_Andromeda,Mirror
0,conflux,gelare,blue,-900.0,conflux,aenain,25.0,mt_Andromeda,Mirror
1,necropolis,thant,red,-2700.0,dungeon,shakti,23.0,6lm10a/tp,XL+U
0,dungeon,shakti,blue,2700.0,necropolis,thant,23.0,6lm10a/tp,XL+U
0,dungeon,shakti,red,-3100.0,tower,aine,29.0,6lm10a/tp,XL+U
1,tower,aine,blue,3100.0,dungeon,shakti,29.0,6lm10a/tp,XL+U
1,cove,anabel,red,3500.0,castle,valeska,30.0,6lm10a/tp,XL+U
0,castle,valeska,blue,-3500.0,cove,anabel,30.0,6lm10a/tp,XL+U
1,inferno,ayden,red,900.0,inferno,xarfax,8.0,h3dm1/3,Mirror
0,inferno,xarfax,blue,-900.0,inferno,ayden,8.0,h3dm1/3,Mirror
0,necropolis,vidomina,red,-800.0,necropolis,thant,18.0,h3dm1/3,Mirror
1,necropolis,thant,blue,800.0,necropolis,vidomina,18.0,h3dm1/3,Mirror
0,inferno,calh,red,4900.0,necropolis,thant,20.0,6lm10a/tp,XL+U
1,necropolis,thant,blue,-4900.0,inferno,calh,20.0,6lm10a/tp,XL+U
0,tower,cyra,red,-900.0,tower,aine,28.0,mt_Andromeda,Mirror
1,tower,aine,blue,900.0,tower,cyra,28.0,mt_Andromeda,Mirror
1,cove,anabel,red,4700.0,conflux,grindan,19.0,6lm10a/tp,XL+U
0,conflux,grindan,blue,-4700.0,cove,anabel,19.0,6lm10a/tp,XL+U
0,rampart,giselle,red,1000.0,rampart,jenova,12.0,h3dm1/3,Mirror
1,rampart,jenova,blue,-1000.0,rampart,giselle,12.0,h3dm1/3,Mirror
0,conflux,luna,red,2600.0,necropolis,thant,20.0,Nostalgia/TP,XL+U
1,necropolis,thant,blue,-2600.0,conflux,luna,20.0,Nostalgia/TP,XL+U
1,necropolis,thant,red,-3300.0,tower,aine,14.0,Nostalgia/TP,XL+U
0,tower,aine,blue,3300.0,necropolis,thant,14.0,Nostalgia/TP,XL+U
1,necropolis,thant,red,-2400.0,dungeon,shakti,16.0,6lm10a/tp,XL+U
0,dungeon,shakti,blue,2400.0,necropolis,thant,16.0,6lm10a/tp,XL+U
0,cove,derek,red,900.0,cove,leena,9.0,h3dm1/3,Mirror
1,cove,leena,blue,-900.0,cove,derek,9.0,h3dm1/3,Mirror
0,conflux,luna,red,-300.0,necropolis,thant,25.0,6lm10a/tp,XL+U
1,necropolis,thant,blue,300.0,conflux,luna,25.0,6lm10a/tp,XL+U
1,rampart,ivor,red,-2000.0,cove,anabel,5.0,Nostalgia/TP,XL+U
0,cove,anabel,blue,2000.0,rampart,ivor,5.0,Nostalgia/TP,XL+U
0,rampart,elleshar,red,700.0,rampart,coronius,11.0,h3dm1/3,Mirror
1,rampart,coronius,blue,-700.0,rampart,elleshar,11.0,h3dm1/3,Mirror
0,dungeon,shakti,red,400.0,cove,anabel,21.0,6lm10a/tp,XL+U
1,cove,anabel,blue,-400.0,dungeon,shakti,21.0,6lm10a/tp,XL+U
0,conflux,aenain,red,-900.0,conflux,brissa,29.0,h3dm1/3,Mirror
1,conflux,brissa,blue,900.0,conflux,aenain,29.0,h3dm1/3,Mirror
0,fortress,wystan,red,-1900.0,tower,iona,14.0,6lm10a/tp,XL+U
1,tower,iona,blue,1900.0,fortress,wystan,14.0,6lm10a/tp,XL+U
1,cove,illor,red,-800.0,cove,leena,26.0,h3dm1/3,Mirror
0,cove,leena,blue,800.0,cove,illor,26.0,h3dm1/3,Mirror
0,rampart,jenova,red,5000.0,rampart,coronius,24.0,w/o,w/o
1,rampart,coronius,blue,-5000.0,rampart,jenova,24.0,w/o,w/o
1,cove,eovacius,red,5000.0,cove,andal,9.0,w/o,w/o
0,cove,andal,blue,-5000.0,cove,eovacius,9.0,w/o,w/o
0,fortress,wystan,red,4700.0,conflux,grindan,15.0,6lm10a/tp,XL+U
1,conflux,grindan,blue,-4700.0,fortress,wystan,15.0,6lm10a/tp,XL+U
0,necropolis,thant,red,-5000.0,cove,anabel,21.0,6lm10a/tp,XL+U
1,cove,anabel,blue,5000.0,necropolis,thant,21.0,6lm10a/tp,XL+U
1,rampart,ivor,red,4500.0,necropolis,vidomina,5.0,Nostalgia/TP,XL+U
0,necropolis,vidomina,blue,-4500.0,rampart,ivor,5.0,Nostalgia/TP,XL+U
0,necropolis,sandro,red,-900.0,necropolis,vidomina,13.0,h3dm1/3,Mirror
1,necropolis,vidomina,blue,900.0,necropolis,sandro,13.0,h3dm1/3,Mirror
1,inferno,calh,red,1300.0,dungeon,shakti,33.0,Nostalgia/TP,XL+U
0,dungeon,shakti,blue,-1300.0,inferno,calh,33.0,Nostalgia/TP,XL+U
0,necropolis,nagash,red,4900.0,necropolis,septienna,9.0,mt_Firewalk,Mirror
1,necropolis,septienna,blue,-4900.0,necropolis,nagash,9.0,mt_Firewalk,Mirror
0,dungeon,sephinroth,red,1200.0,dungeon,damacon,20.0,h3dm1/3,Mirror
1,dungeon,damacon,blue,-1200.0,dungeon,sephinroth,20.0,h3dm1/3,Mirror
1,rampart,ivor,red,-4900.0,fortress,wystan,9.0,6lm10a/tp,XL+U
0,fortress,wystan,blue,4900.0,rampart,ivor,9.0,6lm10a/tp,XL+U
1,rampart,ivor,red,700.0,rampart,jenova,9.0,h3dm1/3,Mirror
0,rampart,jenova,blue,-700.0,rampart,ivor,9.0,h3dm1/3,Mirror
0,dungeon,ajit,red,5800.0,dungeon,dace,11.0,w/o,w/o
1,dungeon,dace,blue,-5800.0,dungeon,ajit,11.0,w/o,w/o
1,cove,leena,red,800.0,cove,jeremy,12.0,w/o,w/o
0,cove,jeremy,blue,-800.0,cove,leena,12.0,w/o,w/o
0,stronghold,tyraxor,red,-4800.0,conflux,luna,18.0,6lm10a/tp,XL+U
1,conflux,luna,blue,4800.0,stronghold,tyraxor,18.0,6lm10a/tp,XL+U
0,cove,anabel,red,800.0,rampart,ivor,28.0,6lm10a/tp,XL+U
1,rampart,ivor,blue,-800.0,cove,anabel,28.0,6lm10a/tp,XL+U
1,stronghold,crag hack,red,-6100.0,stronghold,gundula,12.0,mt_Firewalk,Mirror
0,stronghold,gundula,blue,6100.0,stronghold,crag hack,12.0,mt_Firewalk,Mirror
1,fortress,bron,red,6500.0,fortress,tazar,13.0,mt_Firewalk,Mirror
0,fortress,tazar,blue,-6500.0,fortress,bron,13.0,mt_Firewalk,Mirror
0,fortress,tazar,red,-900.0,fortress,andra,5.0,h3dm1/3,Mirror
1,fortress,andra,blue,900.0,fortress,tazar,5.0,h3dm1/3,Mirror
1,castle,adela,red,0.0,castle,adela,,w/o,w/o
0,castle,adela,blue,-0.0,castle,adela,,w/o,w/o
0,fortress,wystan,red,3500.0,conflux,grindan,7.0,Nostalgia/TP,XL+U
1,conflux,grindan,blue,-3500.0,fortress,wystan,7.0,Nostalgia/TP,XL+U
0,conflux,gelare,red,-900.0,conflux,pasis,20.0,h3dm1/3,Mirror
1,conflux,pasis,blue,900.0,conflux,gelare,20.0,h3dm1/3,Mirror
1,dungeon,alamar,red,-3000.0,cove,anabel,12.0,6lm10a/tp,XL+U
0,cove,anabel,blue,3000.0,dungeon,alamar,12.0,6lm10a/tp,XL+U
1,necropolis,thant,red,-3700.0,castle,valeska,20.0,6lm10a/tp,XL+U
0,castle,valeska,blue,3700.0,necropolis,thant,20.0,6lm10a/tp,XL+U
0,inferno,octavia,red,-1000.0,inferno,xyron,16.0,mt_Andromeda,Mirror
1,inferno,xyron,blue,1000.0,inferno,octavia,16.0,mt_Andromeda,Mirror
1,cove,anabel,red,-3100.0,fortress,wystan,8.0,Nostalgia/TP,XL+U
0,fortress,wystan,blue,3100.0,cove,anabel,8.0,Nostalgia/TP,XL+U
1,fortress,tazar,red,-1200.0,stronghold,tyraxor,14.0,6lm10a/tp,XL+U
0,stronghold,tyraxor,blue,1200.0,fortress,tazar,14.0,6lm10a/tp,XL+U
1,dungeon,lorelei,red,700.0,dungeon,damacon,13.0,h3dm1/3,Mirror
0,dungeon,damacon,blue,-700.0,dungeon,lorelei,13.0,h3dm1/3,Mirror
0,stronghold,tyraxor,red,4000.0,dungeon,shakti,13.0,6lm10a/tp,XL+U
1,dungeon,shakti,blue,-4000.0,stronghold,tyraxor,13.0,6lm10a/tp,XL+U
1,castle,valeska,red,-1400.0,fortress,wystan,17.0,6lm10a/tp,XL+U
0,fortress,wystan,blue,1400.0,castle,valeska,17.0,6lm10a/tp,XL+U
1,cove,leena,red,-900.0,cove,jeremy,11.0,h3dm1/3,Mirror
0,cove,jeremy,blue,900.0,cove,leena,11.0,h3dm1/3,Mirror
0,dungeon,alamar,red,-1000.0,rampart,ivor,2.0,Nostalgia/TP,XL+U
1,rampart,ivor,blue,1000.0,dungeon,alamar,2.0,Nostalgia/TP,XL+U
1,inferno,octavia,red,1000.0,inferno,xyron,12.0,h3dm1/3,Mirror
0,inferno,xyron,blue,-1000.0,inferno,octavia,12.0,h3dm1/3,Mirror
0,stronghold,tyraxor,red,-8600.0,dungeon,shakti,13.0,w/o,w/o
1,dungeon,shakti,blue,8600.0,stronghold,tyraxor,13.0,w/o,w/o
1,rampart,ivor,red,-1400.0,inferno,calh,20.0,w/o,w/o
0,inferno,calh,blue,1400.0,rampart,ivor,20.0,w/o,w/o
0,rampart,jenova,red,1100.0,rampart,coronius,13.0,w/o,w/o
1,rampart,coronius,blue,-1100.0,rampart,jenova,13.0,w/o,w/o
1,castle,adelaide,red,-4500.0,castle,caitlin,8.0,w/o,w/o
0,castle,caitlin,blue,4500.0,castle,adelaide,8.0,w/o,w/o
1,necropolis,nagash,red,-800.0,necropolis,isra,16.0,h3dm1/3,Mirror
0,necropolis,isra,blue,800.0,necropolis,nagash,16.0,h3dm1/3,Mirror
1,tower,daremyth,red,2900.0,tower,halon,11.0,mt_MP,Mirror
0,tower,halon,blue,-2900.0,tower,daremyth,11.0,mt_MP,Mirror
0,dungeon,damacon,red,-900.0,dungeon,jaegar,12.0,h3dm1/3,Mirror
1,dungeon,jaegar,blue,900.0,dungeon,damacon,12.0,h3dm1/3,Mirror
0,rampart,ivor,red,-800.0,cove,anabel,14.0,6lm10a/tp,XL+U
1,cove,anabel,blue,800.0,rampart,ivor,14.0,6lm10a/tp,XL+U
0,fortress,wystan,red,1500.0,stronghold,tyraxor,14.0,6lm10a/tp,XL+U
1,stronghold,tyraxor,blue,-1500.0,fortress,wystan,14.0,6lm10a/tp,XL+U
1,fortress,alkin,red,-800.0,fortress,andra,12.0,h3dm1/3,Mirror
0,fortress,andra,blue,800.0,fortress,alkin,12.0,h3dm1/3,Mirror
0,rampart,ivor,red,-2200.0,inferno,calh,16.0,6lm10a/tp,XL+U
1,inferno,calh,blue,2200.0,rampart,ivor,16.0,6lm10a/tp,XL+U
0,fortress,adrienne,red,5500.0,fortress,mirlanda,13.0,mt_Firewalk,Mirror
1,fortress,mirlanda,blue,-5500.0,fortress,adrienne,13.0,mt_Firewalk,Mirror
1,rampart,coronius,red,-1000.0,rampart,jenova,6.0,mt_Andromeda,Mirror
0,rampart,jenova,blue,1000.0,rampart,coronius,6.0,mt_Andromeda,Mirror
1,rampart,jenova,red,600.0,rampart,mephala,16.0,h3dm1/3,Mirror
0,rampart,mephala,blue,-600.0,rampart,jenova,16.0,h3dm1/3,Mirror
0,necropolis,septienna,red,-800.0,necropolis,vidomina,4.0,mt_Andromeda,Mirror
1,necropolis,vidomina,blue,800.0,necropolis,septienna,4.0,mt_Andromeda,Mirror
0,rampart,jenova,red,700.0,rampart,alagar,10.0,h3dm1/3,Mirror
1,rampart,alagar,blue,-700.0,rampart,jenova,10.0,h3dm1/3,Mirror
1,cove,anabel,red,-2200.0,fortress,wystan,26.0,6lm10a/tp,XL+U
0,fortress,wystan,blue,2200.0,cove,anabel,26.0,6lm10a/tp,XL+U
0,cove,anabel,red,-5000.0,cove,jeremy,12.0,w/o,w/o
1,cove,jeremy,blue,5000.0,cove,anabel,12.0,w/o,w/o
1,fortress,wystan,red,-2900.0,rampart,ivor,14.0,w/o,w/o
0,rampart,ivor,blue,2900.0,fortress,wystan,14.0,w/o,w/o
0,dungeon,shakti,red,-500.0,cove,anabel,10.0,6lm10a/tp,XL+U
1,cove,anabel,blue,500.0,dungeon,shakti,10.0,6lm10a/tp,XL+U
1,conflux,brissa,red,1000.0,conflux,ciele,15.0,mt_Andromeda,Mirror
0,conflux,ciele,blue,-1000.0,conflux,brissa,15.0,mt_Andromeda,Mirror
0,dungeon,sephinroth,red,-700.0,dungeon,ajit,11.0,mt_Andromeda,Mirror
1,dungeon,ajit,blue,700.0,dungeon,sephinroth,11.0,mt_Andromeda,Mirror
1,dungeon,damacon,red,1000.0,dungeon,sephinroth,20.0,h3dm1/3,Mirror
0,dungeon,sephinroth,blue,-1000.0,dungeon,damacon,20.0,h3dm1/3,Mirror
1,cove,jeremy,red,-700.0,cove,eovacius,19.0,h3dm1/3,Mirror
0,cove,eovacius,blue,700.0,cove,jeremy,19.0,h3dm1/3,Mirror
1,necropolis,isra,red,-600.0,necropolis,septienna,21.0,h3dm1/3,Mirror
0,necropolis,septienna,blue,600.0,necropolis,isra,21.0,h3dm1/3,Mirror
0,conflux,luna,red,-3100.0,tower,aine,19.0,6lm10a/tp,XL+U
1,tower,aine,blue,3100.0,conflux,luna,19.0,6lm10a/tp,XL+U
0,stronghold,tyraxor,red,2300.0,tower,solmyr,12.0,6lm10a/tp,XL+U
1,tower,solmyr,blue,-2300.0,stronghold,tyraxor,12.0,6lm10a/tp,XL+U
0,fortress,wystan,red,-3000.0,stronghold,tyraxor,12.0,6lm10a/tp,XL+U
1,stronghold,tyraxor,blue,3000.0,fortress,wystan,12.0,6lm10a/tp,XL+U
1,conflux,luna,red,4100.0,tower,aine,19.0,6lm10a/tp,XL+U
0,tower,aine,blue,-4100.0,conflux,luna,19.0,6lm10a/tp,XL+U
0,cove,anabel,red,2600.0,fortress,alkin,11.0,6lm10a/tp,XL+U
1,fortress,alkin,blue,-2600.0,cove,anabel,11.0,6lm10a/tp,XL+U
1,inferno,xyron,red,700.0,inferno,octavia,13.0,h3dm1/3,Mirror
0,inferno,octavia,blue,-700.0,inferno,xyron,13.0,h3dm1/3,Mirror
1,fortress,wystan,red,1800.0,castle,valeska,18.0,Nostalgia/TP,XL+U
0,castle,valeska,blue,-1800.0,fortress,wystan,18.0,Nostalgia/TP,XL+U
0,cove,andal,red,-900.0,cove,anabel,27.0,h3dm1/3,Mirror
1,cove,anabel,blue,900.0,cove,andal,27.0,h3dm1/3,Mirror
1,necropolis,charna,red,-700.0,necropolis,isra,22.0,h3dm1/3,Mirror
0,necropolis,isra,blue,700.0,necropolis,charna,22.0,h3dm1/3,Mirror
0,rampart,jenova,red,900.0,rampart,coronius,16.0,mt_Antares,Mirror
1,rampart,coronius,blue,-900.0,rampart,jenova,16.0,mt_Antares,Mirror
1,conflux,luna,red,1000.0,rampart,ivor,6.0,Nostalgia/TP,XL+U
0,rampart,ivor,blue,-1000.0,conflux,luna,6.0,Nostalgia/TP,XL+U
0,inferno,calh,red,2200.0,conflux,grindan,26.0,6lm10a/tp,XL+U
1,conflux,grindan,blue,-2200.0,inferno,calh,26.0,6lm10a/tp,XL+U
0,conflux,grindan,red,-2400.0,castle,valeska,5.0,6lm10a/tp,XL+U
1,castle,valeska,blue,2400.0,conflux,grindan,5.0,6lm10a/tp,XL+U
1,rampart,mephala,red,-900.0,rampart,jenova,10.0,h3dm1/3,Mirror
0,rampart,jenova,blue,900.0,rampart,mephala,10.0,h3dm1/3,Mirror
0,cove,anabel,red,-1800.0,castle,valeska,23.0,6lm10a/tp,XL+U
1,castle,valeska,blue,1800.0,cove,anabel,23.0,6lm10a/tp,XL+U
0,stronghold,crag hack,red,-1500.0,stronghold,gundula,15.0,mt_MP,Mirror
1,stronghold,gundula,blue,1500.0,stronghold,crag hack,15.0,mt_MP,Mirror
1,fortress,tazar,red,3000.0,cove,anabel,32.0,6lm10a/tp,XL+U
0,cove,anabel,blue,-3000.0,fortress,tazar,32.0,6lm10a/tp,XL+U
0,tower,iona,red,-1900.0,tower,aine,14.0,mt_MP,Mirror
1,tower,aine,blue,1900.0,tower,iona,14.0,mt_MP,Mirror
0,fortress,alkin,red,700.0,fortress,bron,16.0,h3dm1/3,Mirror
1,fortress,bron,blue,-700.0,fortress,alkin,16.0,h3dm1/3,Mirror
0,cove,leena,red,-1000.0,cove,jeremy,4.0,h3dm1/3,Mirror
1,cove,jeremy,blue,1000.0,cove,leena,4.0,h3dm1/3,Mirror
1,cove,jeremy,red,-800.0,cove,eovacius,15.0,h3dm1/3,Mirror
0,cove,eovacius,blue,800.0,cove,jeremy,15.0,h3dm1/3,Mirror
0,stronghold,gundula,red,-1000.0,stronghold,crag hack,6.0,h3dm1/3,Mirror
1,stronghold,crag hack,blue,1000.0,stronghold,gundula,6.0,h3dm1/3,Mirror
1,dungeon,lorelei,red,-1500.0,dungeon,ajit,14.0,mt_MP,Mirror
0,dungeon,ajit,blue,1500.0,dungeon,lorelei,14.0,mt_MP,Mirror
0,tower,solmyr,red,1500.0,dungeon,shakti,19.0,6lm10a/tp,XL+U
1,dungeon,shakti,blue,-1500.0,tower,solmyr,19.0,6lm10a/tp,XL+U
1,fortress,wystan,red,2500.0,necropolis,thant,19.0,Nostalgia/TP,XL+U
0,necropolis,thant,blue,-2500.0,fortress,wystan,19.0,Nostalgia/TP,XL+U
1,castle,valeska,red,100.0,cove,cassiopeia,8.0,Nostalgia/TP,XL+U
0,cove,cassiopeia,blue,-100.0,castle,valeska,8.0,Nostalgia/TP,XL+U
0,necropolis,thant,red,-2400.0,cove,anabel,23.0,Nostalgia/TP,XL+U
1,cove,anabel,blue,2400.0,necropolis,thant,23.0,Nostalgia/TP,XL+U
0,tower,daremyth,red,900.0,tower,rissa,13.0,h3dm1/3,Mirror
1,tower,rissa,blue,-900.0,tower,daremyth,13.0,h3dm1/3,Mirror
0,rampart,jenova,red,900.0,rampart,giselle,11.0,h3dm1/3,Mirror
1,rampart,giselle,blue,-900.0,rampart,jenova,11.0,h3dm1/3,Mirror
1,inferno,calh,red,2300.0,rampart,ivor,20.0,6lm10a/tp,XL+U
0,rampart,ivor,blue,-2300.0,inferno,calh,20.0,6lm10a/tp,XL+U
0,inferno,calh,red,-200.0,stronghold,tyraxor,10.0,Nostalgia/TP,XL+U
1,stronghold,tyraxor,blue,200.0,inferno,calh,10.0,Nostalgia/TP,XL+U
1,fortress,andra,red,900.0,fortress,bron,18.0,h3dm1/3,Mirror
0,fortress,bron,blue,-900.0,fortress,andra,18.0,h3dm1/3,Mirror
0,conflux,monere,red,5000.0,conflux,pasis,9.0,mt_Firewalk,Mirror
1,conflux,pasis,blue,-5000.0,conflux,monere,9.0,mt_Firewalk,Mirror
0,fortress,andra,red,-900.0,fortress,tazar,6.0,h3dm1/3,Mirror
1,fortress,tazar,blue,900.0,fortress,andra,6.0,h3dm1/3,Mirror
1,rampart,ivor,red,-2500.0,fortress,drakon,23.0,6lm10a/tp,XL+U
0,fortress,drakon,blue,2500.0,rampart,ivor,23.0,6lm10a/tp,XL+U
1,rampart,jenova,red,-1000.0,rampart,mephala,7.0,mt_Andromeda,Mirror
0,rampart,mephala,blue,1000.0,rampart,jenova,7.0,mt_Andromeda,Mirror
0,castle,valeska,red,1000.0,rampart,ivor,5.0,6lm10a/tp,XL+U
1,rampart,ivor,blue,-1000.0,castle,valeska,5.0,6lm10a/tp,XL+U
0,castle,valeska,red,-3500.0,tower,aine,19.0,Nostalgia/TP,XL+U
1,tower,aine,blue,3500.0,castle,valeska,19.0,Nostalgia/TP,XL+U
1,fortress,wystan,red,300.0,stronghold,tyraxor,22.0,6lm10a/tp,XL+U
0,stronghold,tyraxor,blue,-300.0,fortress,wystan,22.0,6lm10a/tp,XL+U
1,fortress,drakon,red,900.0,fortress,alkin,7.0,h3dm1/3,Mirror
0,fortress,alkin,blue,-900.0,fortress,drakon,7.0,h3dm1/3,Mirror
1,tower,aine,red,0.0,cove,anabel,16.0,Nostalgia/TP,XL+U
0,cove,anabel,blue,-0.0,tower,aine,16.0,Nostalgia/TP,XL+U
0,conflux,luna,red,1300.0,castle,valeska,16.0,Nostalgia/TP,XL+U
1,castle,valeska,blue,-1300.0,conflux,luna,16.0,Nostalgia/TP,XL+U
0,rampart,jenova,red,-900.0,rampart,elleshar,12.0,h3dm1/3,Mirror
1,rampart,elleshar,blue,900.0,rampart,jenova,12.0,h3dm1/3,Mirror
0,inferno,calh,red,5500.0,necropolis,thant,24.0,6lm10a/tp,XL+U
1,necropolis,thant,blue,-5500.0,inferno,calh,24.0,6lm10a/tp,XL+U
1,inferno,calh,red,3000.0,fortress,wystan,34.0,6lm10a/tp,XL+U
0,fortress,wystan,blue,-3000.0,inferno,calh,34.0,6lm10a/tp,XL+U
0,stronghold,tyraxor,red,900.0,fortress,wystan,23.0,Nostalgia/TP,XL+U
1,fortress,wystan,blue,-900.0,stronghold,tyraxor,23.0,Nostalgia/TP,XL+U
0,dungeon,damacon,red,-900.0,dungeon,sephinroth,14.0,h3dm1/3,Mirror
1,dungeon,sephinroth,blue,900.0,dungeon,damacon,14.0,h3dm1/3,Mirror
0,stronghold,terek,red,5700.0,stronghold,shiva,14.0,mt_Firewalk,Mirror
1,stronghold,shiva,blue,-5700.0,stronghold,terek,14.0,mt_Firewalk,Mirror
1,tower,aine,red,300.0,dungeon,alamar,20.0,6lm10a/tp,XL+U
0,dungeon,alamar,blue,-300.0,tower,aine,20.0,6lm10a/tp,XL+U
0,dungeon,sephinroth,red,-800.0,dungeon,damacon,18.0,mt_Andromeda,Mirror
1,dungeon,damacon,blue,800.0,dungeon,sephinroth,18.0,mt_Andromeda,Mirror
1,conflux,pasis,red,-1000.0,conflux,gelare,13.0,h3dm1/3,Mirror
0,conflux,gelare,blue,1000.0,conflux,pasis,13.0,h3dm1/3,Mirror
1,cove,anabel,red,4000.0,conflux,grindan,9.0,6lm10a/tp,XL+U
0,conflux,grindan,blue,-4000.0,cove,anabel,9.0,6lm10a/tp,XL+U
1,tower,aine,red,3000.0,necropolis,vidomina,17.0,6lm10a/tp,XL+U
0,necropolis,vidomina,blue,-3000.0,tower,aine,17.0,6lm10a/tp,XL+U
1,rampart,jenova,red,-2100.0,rampart,ivor,15.0,mt_MP,Mirror
0,rampart,ivor,blue,2100.0,rampart,jenova,15.0,mt_MP,Mirror
0,cove,anabel,red,-4500.0,cove,eovacius,11.0,mt_Firewalk,Mirror
1,cove,eovacius,blue,4500.0,cove,anabel,11.0,mt_Firewalk,Mirror
1,tower,aine,red,700.0,fortress,drakon,9.0,Nostalgia/TP,XL+U
0,fortress,drakon,blue,-700.0,tower,aine,9.0,Nostalgia/TP,XL+U
1,necropolis,thant,red,-2900.0,fortress,wystan,31.0,6lm10a/tp,XL+U
0,fortress,wystan,blue,2900.0,necropolis,thant,31.0,6lm10a/tp,XL+U
1,inferno,octavia,red,800.0,inferno,marius,17.0,mt_Andromeda,Mirror
0,inferno,marius,blue,-800.0,inferno,octavia,17.0,mt_Andromeda,Mirror
1,cove,anabel,red,2000.0,dungeon,shakti,12.0,Nostalgia/TP,XL+U
0,dungeon,shakti,blue,-2000.0,cove,anabel,12.0,Nostalgia/TP,XL+U
1,rampart,ivor,red,3600.0,necropolis,thant,9.0,Nostalgia/TP,XL+U
0,necropolis,thant,blue,-3600.0,rampart,ivor,9.0,Nostalgia/TP,XL+U
1,inferno,octavia,red,-800.0,inferno,xyron,15.0,mt_Andromeda,Mirror
0,inferno,xyron,blue,800.0,inferno,octavia,15.0,mt_Andromeda,Mirror
0,stronghold,terek,red,800.0,stronghold,shiva,13.0,mt_Andromeda,Mirror
1,stronghold,shiva,blue,-800.0,stronghold,terek,13.0,mt_Andromeda,Mirror
1,fortress,wystan,red,3300.0,tower,aine,10.0,6lm10a/tp,XL+U
0,tower,aine,blue,-3300.0,fortress,wystan,10.0,6lm10a/tp,XL+U
0,fortress,rosic,red,-800.0,fortress,bron,4.0,h3dm1/3,Mirror
1,fortress,bron,blue,800.0,fortress,rosic,4.0,h3dm1/3,Mirror
1,dungeon,shakti,red,-2400.0,fortress,wystan,8.0,Nostalgia/TP,XL+U
0,fortress,wystan,blue,2400.0,dungeon,shakti,8.0,Nostalgia/TP,XL+U
1,necropolis,thant,red,-3400.0,inferno,calh,10.0,6lm10a/tp,XL+U
0,inferno,calh,blue,3400.0,necropolis,thant,10.0,6lm10a/tp,XL+U
0,necropolis,thant,red,2500.0,tower,aine,33.0,6lm10a/tp,XL+U
1,tower,aine,blue,-2500.0,necropolis,thant,33.0,6lm10a/tp,XL+U
0,cove,jeremy,red,3600.0,cove,illor,19.0,w/o,w/o
